800000001,72178
800000002,45073
800000003,81807
800000004,100311
800000005,123558
800000006,127656
800000007,123198
800000008,69004
800000009,95703
800000010,34290
800000011,52565
800000012,62397
800000013,101892
800000014,79826
800000015,137483
800000016,65948
800000017,37930
800000018,111849
800000019,112775
800000020,24781
800000021,104361
800000022,38072
800000023,113812
800000024,94168
800000025,44998
800000026,28676
800000027,7433
800000028,35192
800000029,112698
800000030,70155
800000031,164
800000032,136138
800000033,15660
800000034,147457
800000035,55268
800000036,50002
800000037,58578
800000038,47299
800000039,36165
800000040,28550
800000041,56363
800000042,60493
800000043,74383
800000044,15202
800000045,32999
800000046,98287
800000047,143447
800000048,129809
800000049,89223
800000050,34344
800000051,39872
800000052,144648
800000053,27874
800000054,51462
800000055,61165
800000056,126503
800000057,133202
800000058,108050
800000059,69541
800000060,144583
800000061,31380
800000062,40808
800000063,124875
800000064,7927
800000065,77033
800000066,147632
800000067,77501
800000068,21792
800000069,123381
800000070,97154
800000071,126255
800000072,55190
800000073,122629
800000074,139957
800000075,30311
800000076,58262
800000077,63951
800000078,74074
800000079,23719
800000080,136920
800000081,82061
800000082,17322
800000083,87334
800000084,61833
800000085,34826
800000086,145906
800000087,44447
800000088,14725
800000089,145991
800000090,26956
800000091,112521
800000092,65437
800000093,54930
800000094,138809
800000095,53992
800000096,120506
800000097,106770
800000098,105205
800000099,11844
800000100,1738
800000101,136097
800000102,98304
800000103,129332
800000104,89060
800000105,141114
800000106,4767
800000107,23031
800000108,107822
800000109,121958
800000110,43510
800000111,86197
800000112,52431
800000113,30223
800000114,93002
800000115,114890
800000116,104694
800000117,17995
800000118,82981
800000119,44844
800000120,43228
800000121,47184
800000122,57536
800000123,106693
800000124,63317
800000125,111707
800000126,23201
800000127,101745
800000128,27070
800000129,19698
800000130,135061
800000131,80892
800000132,75476
800000133,14791
800000134,71854
800000135,123686
800000136,52691
800000137,137008
800000138,90505
800000139,16521
800000140,13697
800000141,72134
800000142,15560
800000143,91289
800000144,95451
800000145,23867
800000146,38225
800000147,47282
800000148,103662
800000149,27107
800000150,8429
800000151,103152
800000152,26859
800000153,77364
800000154,108763
800000155,99383
800000156,109053
800000157,91617
800000158,134429
800000159,58471
800000160,60229
800000161,93529
800000162,110687
800000163,137845
800000164,62321
800000165,98516
800000166,6760
800000167,52184
800000168,123952
800000169,131758
800000170,130678
800000171,19830
800000172,63327
800000173,94592
800000174,105786
800000175,110194
800000176,87356
800000177,63789
800000178,113044
800000179,30744
800000180,51893
800000181,130459
800000182,129719
800000183,33667
800000184,122254
800000185,149408
800000186,26865
800000187,95488
800000188,5928
800000189,144353
800000190,85661
800000191,13590
800000192,138865
800000193,41187
800000194,96645
800000195,94285
800000196,71455
800000197,24418
800000198,25219
800000199,96149
800000200,64003
800000201,93501
800000202,126642
800000203,143123
800000204,68183
800000205,40059
800000206,78365
800000207,93783
800000208,14957
800000209,28306
800000210,96635
800000211,90066
800000212,122803
800000213,137409
800000214,28434
800000215,43352
800000216,37145
800000217,141257
800000218,140546
800000219,149622
800000220,141737
800000221,74687
800000222,74180
800000223,36614
800000224,33233
800000225,69296
800000226,118185
800000227,73933
800000228,138489
800000229,121796
800000230,48222
800000231,60302
800000232,131925
800000233,7621
