800000001,68044
800000002,40492
800000003,73172
800000004,39510
800000005,60868
800000006,74164
800000007,74738
800000008,71949
800000009,98595
800000010,15928
800000011,96252
800000012,76294
800000013,83074
800000014,29261
800000015,81056
800000016,86547
800000017,8244
800000018,87991
800000019,2603
800000020,12898
800000021,29585
800000022,9420
800000023,26826
800000024,40723
800000025,14883
800000026,68316
800000027,27682
800000028,49743
800000029,78373
800000030,51061
800000031,83178
800000032,53342
800000033,23191
800000034,76281
800000035,18189
800000036,19692
800000037,75405
800000038,24723
800000039,44424
800000040,4468
800000041,97851
800000042,90401
800000043,23250
800000044,73744
800000045,72989
800000046,1706
800000047,11778
800000048,71014
800000049,34149
800000050,7334
800000051,30181
800000052,47354
800000053,30615
800000054,12444
800000055,35132
800000056,84406
800000057,53034
800000058,16865
800000059,48444
800000060,39367
800000061,19053
800000062,57108
800000063,3738
800000064,26509
800000065,34656
800000066,16546
800000067,96310
800000068,43337
800000069,80971
800000070,52218
800000071,95914
800000072,77096
800000073,89360
800000074,68693
800000075,66691
800000076,71266
800000077,4707
800000078,2058
800000079,80226
800000080,96303
800000081,76081
800000082,48133
800000083,13182
800000084,10512
800000085,8058
800000086,3077
800000087,45066
800000088,17487
800000089,75327
800000090,89971
800000091,59446
800000092,88396
800000093,70415
800000094,94452
800000095,4801
800000096,48397
800000097,47209
800000098,43860
800000099,29369
800000100,29557
800000101,51519
800000102,69292
800000103,92140
800000104,19430
800000105,635
800000106,39328
800000107,1532
800000108,48414
800000109,36994
800000110,90175
800000111,69872
800000112,14703
800000113,78127
800000114,36987
800000115,83704
800000116,51871
800000117,32457
800000118,58310
800000119,83403
800000120,34427
800000121,93773
800000122,17874
800000123,70747
800000124,9973
800000125,8097
800000126,53573
800000127,18190
800000128,39483
800000129,45235
800000130,71282
800000131,52731
800000132,33047
800000133,15435
800000134,59643
800000135,85947
800000136,29664
800000137,73938
800000138,28890
800000139,41153
800000140,6114
800000141,35015
800000142,17944
800000143,46859
800000144,45910
800000145,21776
800000146,96050
800000147,26125
800000148,57501
800000149,87361
800000150,28458
800000151,81508
800000152,42414
800000153,93341
800000154,83838
800000155,2193
800000156,94466
800000157,27626
800000158,95500
800000159,98300
800000160,39309
800000161,45104
800000162,80546
800000163,4184
800000164,77764
800000165,14282
800000166,55799
800000167,70379
800000168,87152
800000169,66470
800000170,1692
800000171,29308
800000172,98176
800000173,77464
800000174,49108
800000175,24339
800000176,78190
800000177,83843
800000178,76964
800000179,57013
800000180,59820
800000181,58605
800000182,11112
800000183,99568
800000184,6710
800000185,1782
800000186,97704
800000187,96215
800000188,69289
800000189,62188
800000190,84629
800000191,67687
800000192,27936
800000193,59369
800000194,26894
800000195,25222
800000196,21289
800000197,64328
800000198,30143
800000199,23188
800000200,68768
800000201,10950
800000202,34213
800000203,4297
800000204,76287
800000205,16229
800000206,78434
800000207,90289
800000208,54677
800000209,85061
800000210,84651
800000211,73524
800000212,28065
800000213,97619
800000214,51462
800000215,30058
800000216,93175
800000217,7924
800000218,63050
800000219,59304
800000220,68032
800000221,38561
800000222,27524
800000223,75432
800000224,87993
800000225,12976
800000226,58605
800000227,78258
800000228,96275
800000229,70064
800000230,15440
800000231,55805
800000232,54720
800000233,60454
800000234,96006
800000235,98220
800000236,35170
800000237,62741
800000238,29118
800000239,14788
800000240,4544
800000241,26454
800000242,14739
800000243,19912
800000244,4661
800000245,47863
800000246,74033
800000247,51593
800000248,31843
800000249,17895
800000250,69809
800000251,82928
800000252,32424
800000253,67540
800000254,67010
800000255,6606
800000256,64679
800000257,57231
800000258,94373
800000259,21960
800000260,75777
800000261,77498
800000262,65791
800000263,24474
800000264,59067
800000265,90692
800000266,40960
800000267,14102
800000268,86282
800000269,82776
800000270,38858
800000271,52215
800000272,27400
800000273,44934
800000274,54203
800000275,43575
800000276,76616
800000277,46764
800000278,51235
800000279,67445
