800000001,8728
800000002,66426
800000003,90325
800000004,46535
800000005,77871
800000006,40136
800000007,75693
800000008,14091
800000009,72022
800000010,74184
800000011,88277
800000012,14671
800000013,94102
800000014,24070
800000015,10375
800000016,77718
800000017,75651
800000018,39764
800000019,77674
800000020,75195
800000021,15006
800000022,13329
800000023,13343
800000024,81555
800000025,92258
800000026,42354
800000027,70393
800000028,41203
800000029,58692
800000030,85984
800000031,48885
800000032,75030
800000033,35663
800000034,72756
800000035,32155
800000036,11983
800000037,83488
800000038,26076
800000039,83340
800000040,60771
800000041,71806
800000042,52540
800000043,96155
800000044,41839
800000045,9186
800000046,78445
800000047,65630
800000048,27118
800000049,9800
800000050,10823
800000051,89988
800000052,20006
800000053,30902
800000054,12878
800000055,45465
800000056,35507
800000057,39765
800000058,35849
800000059,71526
800000060,25816
800000061,21063
800000062,31108
800000063,33145
800000064,25140
800000065,5419
800000066,53799
800000067,51081
800000068,83513
800000069,61831
800000070,6433
800000071,15938
800000072,43299
800000073,95225
800000074,86045
800000075,36160
800000076,32487
800000077,27922
800000078,48538
800000079,78702
800000080,35572
800000081,35834
800000082,34375
800000083,47342
800000084,66887
800000085,78079
800000086,90689
800000087,97806
800000088,33167
800000089,18595
800000090,68652
800000091,99688
800000092,75470
800000093,90892
800000094,87262
800000095,59272
800000096,63216
800000097,81278
800000098,65634
800000099,33734
800000100,77654
800000101,36361
800000102,27111
800000103,57792
800000104,79506
800000105,94292
800000106,30182
800000107,9353
800000108,90751
800000109,12735
800000110,91588
800000111,56885
800000112,77957
800000113,32821
800000114,66958
800000115,24969
800000116,39377
800000117,95807
800000118,16619
800000119,19161
800000120,79830
800000121,8726
800000122,67069
800000123,93498
800000124,20741
800000125,30420
800000126,34638
800000127,33065
800000128,26964
800000129,31623
800000130,59752
800000131,36163
800000132,18686
800000133,47783
800000134,11704
800000135,50253
800000136,519
800000137,12319
800000138,11636
800000139,6123
800000140,63244
800000141,70844
800000142,70063
800000143,71935
800000144,43379
800000145,21130
800000146,72838
800000147,91385
800000148,37975
800000149,71662
800000150,37457
800000151,90171
800000152,4782
800000153,95777
800000154,37779
800000155,22673
800000156,52518
800000157,33480
800000158,52984
800000159,33262
800000160,25378
800000161,22065
800000162,76020
800000163,72841
800000164,30189
800000165,52429
800000166,45103
800000167,11004
800000168,87644
800000169,54635
800000170,80606
800000171,99405
800000172,79763
800000173,22554
800000174,16787
800000175,25312
800000176,33298
800000177,81987
800000178,48651
800000179,90534
800000180,66546
800000181,40989
800000182,59847
800000183,5350
800000184,26037
800000185,78463
800000186,84088
800000187,40825
800000188,70667
800000189,55177
800000190,68976
800000191,79896
800000192,64554
800000193,77205
800000194,81414
800000195,81544
800000196,41319
800000197,95008
800000198,43521
800000199,48236
800000200,61020
800000201,42636
800000202,35981
800000203,67261
800000204,95535
800000205,83958
800000206,73207
800000207,36546
800000208,42172
800000209,57786
800000210,66451
800000211,12059
800000212,71629
800000213,76280
800000214,59548
800000215,93927
800000216,25279
800000217,76797
800000218,90947
800000219,75868
800000220,71641
800000221,22259
800000222,17615
800000223,70704
800000224,36631
800000225,37990
800000226,95895
800000227,4254
800000228,63574
800000229,72489
800000230,61978
800000231,9451
800000232,69653
800000233,46984
800000234,47069
800000235,68621
800000236,18013
800000237,51081
800000238,93303
800000239,6828
800000240,66863
800000241,35319
800000242,56609
800000243,29313
800000244,4845
800000245,42308
800000246,66813
800000247,15982
800000248,88571
800000249,65326
800000250,2826
800000251,41282
800000252,92488
800000253,96317
800000254,3506
800000255,68901
800000256,54840
800000257,75671
800000258,65234
800000259,56458
800000260,97082
800000261,67476
800000262,35256
800000263,6470
800000264,35607
800000265,66523
800000266,71117
800000267,74313
800000268,13684
800000269,4631
800000270,96009
800000271,29658
800000272,25006
800000273,10888
800000274,20747
800000275,67236
800000276,2675
800000277,1881
800000278,98012
800000279,65753
800000280,51752
800000281,44301
800000282,24182
800000283,18566
800000284,9782
800000285,35499
800000286,11101
800000287,23339
800000288,21147
800000289,34650
800000290,92728
800000291,80966
800000292,38653
800000293,46573
800000294,8250
800000295,57585
800000296,47437
800000297,22860
800000298,13144
800000299,98102
800000300,84132
800000301,45544
800000302,18960
800000303,25149
800000304,75019
800000305,48878
800000306,87807
800000307,1396
800000308,30026
800000309,87406
800000310,79122
800000311,82230
800000312,13301
800000313,54980
800000314,7524
800000315,94917
800000316,7502
800000317,22159
800000318,78749
800000319,7330
800000320,56080
800000321,64536
800000322,15449
800000323,35997
800000324,46072
800000325,88073
800000326,26410
800000327,26391
800000328,5230
800000329,8030
800000330,21668
800000331,3381
800000332,80692
800000333,53775
800000334,11242
800000335,92553
800000336,742
800000337,80948
800000338,15463
800000339,70197
800000340,55857
800000341,50761
800000342,23366
800000343,17808
800000344,66166
800000345,55979
800000346,17965
800000347,23611
800000348,55843
800000349,73507
800000350,34210
800000351,95494
800000352,88010
800000353,95559
800000354,66568
800000355,83867
800000356,9898
800000357,53297
800000358,41838
800000359,45197
800000360,18211
800000361,38284
800000362,6416
800000363,26965
800000364,91336
800000365,49460
800000366,74955
800000367,84910
800000368,7678
800000369,53461
800000370,49631
800000371,90210
800000372,9432
800000373,28106
800000374,11071
800000375,15482
800000376,38153
800000377,12458
800000378,30506
800000379,53738
800000380,76183
800000381,32219
800000382,99324
800000383,94769
800000384,34067
800000385,256
800000386,56586
800000387,64296
800000388,52874
800000389,32960
800000390,81859
800000391,18060
800000392,37024
800000393,48522
800000394,77344
800000395,56178
800000396,92639
800000397,82497
800000398,96000
800000399,14962
